Gene,Description,Case PTV,Control PTV,Case Missense (MPC ≥ 3),Control Missense (MPC ≥ 3),Case Missense (2 ≤ MPC < 3),Control Missense (2 ≤ MPC < 3),De novo PTV,De Novo Missense (MPC ≥ 3),De Novo Missense (2 ≤ MPC < 3),P meta,Q meta,OR (Class I),OR (Class II)
ENSG00000203950,retrotransposon Gag like 8A,0,2,0,0,0,0,,,,1,1,0,
ENSG00000203993,ARRDC1 antisense RNA 1,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000204020,lipase family member N,7,28,0,0,0,0,,,,1,1,1,
ENSG00000204022,lipase family member J,4,18,0,0,0,0,,,,1,1,0.892,
ENSG00000204070,SYS1 golgi trafficking protein,0,3,0,0,0,0,,,,1,1,0,
ENSG00000204071,transcription elongation factor A like 6,0,2,0,0,0,0,,,,1,1,0,
ENSG00000204131,NHS like 2,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000204175,G protein regulated inducer of neurite outgrowth 2,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000204193,thioredoxin domain containing 8,0,4,0,0,0,0,,,,1,1,0,
ENSG00000204271,spindlin family member 3,0,4,0,0,0,0,,,,1,1,0,
ENSG00000204278,transmembrane protein 235,0,3,0,0,0,0,,,,1,1,0,
ENSG00000204335,Sp5 transcription factor,0,3,0,0,0,0,,,,1,1,0,
ENSG00000204344,serine/threonine kinase 19,5,21,0,0,0,0,,,,1,1,0.956,
ENSG00000204356,negative elongation factor complex member E,4,19,0,0,0,0,,,,1,1,0.845,
ENSG00000204363,SPANX family member N5,0,2,0,0,0,0,,,,1,1,0,
ENSG00000204390,heat shock protein family A (Hsp70) member 1 like,5,20,0,0,0,0,,,,1,1,1,
ENSG00000204482,leukocyte specific transcript 1,0,4,0,0,0,0,,,,1,1,0,
ENSG00000204518,arylacetamide deacetylase like 4,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000204531,POU class 5 homeobox 1,0,3,0,1,2,12,,,,1,1,0,0.669
ENSG00000204538,psoriasis susceptibility 1 candidate 2,1,4,0,0,0,0,,,,1,1,1,
ENSG00000204540,psoriasis susceptibility 1 candidate 1,3,12,0,0,0,0,,,,1,1,1,
ENSG00000204544,"mucin 21, cell surface associated",5,20,0,0,0,0,,,,1,1,1,
ENSG00000204566,,0,1,0,0,0,0,,,,1,1,0,
ENSG00000204659,chibby family member 3,0,4,0,0,0,0,,,,1,1,0,
ENSG00000204822,mitochondrial ribosomal protein L53,0,4,0,0,0,0,,,,1,1,0,
ENSG00000204849,SPATA31 subfamily A member 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000204856,family with sequence similarity 216 member A,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000204869,IGF like family member 4,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000204880,keratin associated protein 4-8,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000204913,leucine rich repeat containing 3C,0,1,0,0,0,0,,,,1,1,0,
ENSG00000204922,ubiquinol-cytochrome c reductase complex assembly factor 3,2,8,0,0,0,0,,,,1,1,1,
ENSG00000204962,protocadherin alpha 8,13,53,0,0,0,0,,,,1,1,1.06,
ENSG00000204969,protocadherin alpha 2,11,44,0,0,0,0,,,,1,1,1,
ENSG00000204983,serine protease 1,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000205078,synaptonemal complex central element protein 1 like,0,1,0,0,0,0,,,,1,1,0,
ENSG00000205086,chromosome 2 putative open reading frame 91,0,2,0,0,0,0,,,,1,1,0,
ENSG00000205133,triple QxxK/R motif containing,0,1,0,0,0,0,,,,1,1,0,
ENSG00000205143,AT-rich interaction domain 3C,4,20,0,0,0,0,,,,1,1,0.803,
ENSG00000205155,"presenilin enhancer, gamma-secretase subunit",0,3,0,0,0,1,,,,1,1,0,0
ENSG00000205208,chromosome 4 open reading frame 46,0,4,0,0,0,0,,,,1,1,0,
ENSG00000205269,transmembrane protein 170B,0,1,0,0,0,0,,,,1,1,0,
ENSG00000205279,cortexin 3,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000205309,"5',3'-nucleotidase, mitochondrial",5,23,0,0,0,0,,,,1,1,0.872,
ENSG00000205327,olfactory receptor family 6 subfamily C member 68,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000205329,olfactory receptor family 6 subfamily C member 3,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000205352,proline rich 13,0,3,0,0,0,0,,,,1,1,0,
ENSG00000205403,complement factor I,10,43,0,0,0,0,,,,1,1,0.933,
ENSG00000205571,"survival of motor neuron 2, centromeric",,,,,0,1,,,,1,1,0,0
ENSG00000205670,small integral membrane protein 11A,0,1,0,0,0,0,,,,1,1,0,
ENSG00000205853,RFPL3 antisense,1,4,0,0,0,0,,,,1,1,1,
ENSG00000206053,Jupiter microtubule associated homolog 2,0,3,0,0,0,0,,,,1,1,0,
ENSG00000206069,transmembrane protein 211,0,4,0,0,0,0,,,,1,1,0,
ENSG00000206077,zinc finger DHHC-type containing 11B,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000206107,keratin associated protein 27-1,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000206199,ankyrin repeat and ubiquitin domain containing 1,0,3,0,0,0,0,,,,1,1,0,
ENSG00000206203,testis specific serine kinase 2,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000206344,HLA complex group 27,0,4,0,0,0,0,,,,1,1,0,
ENSG00000206422,leucine rich repeat containing 30,4,19,0,0,0,0,,,,1,1,0.845,
ENSG00000206432,transmembrane protein 200C,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000206483,,2,8,0,0,0,0,,,,1,1,1,
ENSG00000206538,vestigial like family member 3,3,12,0,0,0,0,,,,1,1,1,
ENSG00000206549,,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000206559,zinc finger CW-type and PWWP domain containing 2,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000211445,glutathione peroxidase 3,2,8,0,0,0,0,,,,1,1,1,
ENSG00000211452,iodothyronine deiodinase 1,1,4,0,0,0,0,,,,1,1,1,
ENSG00000212126,taste 2 receptor member 50,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000212658,keratin associated like protein 29-1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000212721,keratin associated protein 4-11,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000212901,keratin associated protein 3-1,0,3,0,0,0,0,,,,1,1,0,
ENSG00000212933,keratin associated protein 12-4,2,8,0,0,0,0,,,,1,1,1,
ENSG00000212938,keratin associated protein 6-3,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000213024,nucleoporin 62,0,1,0,0,0,0,,,,1,1,0,
ENSG00000213047,DENN domain containing 1B,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000213066,centrosomal protein 43,2,8,0,0,0,0,,,,1,1,1,
ENSG00000213123,Tctex1 domain containing 2,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000213139,crystallin gamma S,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000213214,Rho guanine nucleotide exchange factor 35,0,3,0,0,3,13,,,,1,1,0,0.926
ENSG00000213398,lecithin-cholesterol acyltransferase,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000213417,keratin associated protein 2-4,0,1,0,0,0,0,,,,1,1,0,
ENSG00000213463,synaptojanin 2 binding protein,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000213551,DnaJ heat shock protein family (Hsp40) member C9,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000213614,hexosaminidase subunit alpha,6,27,0,0,0,0,,,,1,1,0.892,
ENSG00000213625,leptin receptor overlapping transcript,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000213694,sphingosine-1-phosphate receptor 3,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000213699,solute carrier family 35 member F6,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000213714,family with sequence similarity 209 member B,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000213760,ATPase H+ transporting V1 subunit G2,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000213886,ubiquitin D,1,4,0,0,0,0,,,,1,1,1,
ENSG00000213931,hemoglobin subunit epsilon 1,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000213934,hemoglobin subunit gamma 1,2,8,0,4,0,2,,,,1,1,0.669,0
ENSG00000214046,small integral membrane protein 7,1,4,0,0,0,0,,,,1,1,1,
ENSG00000214097,single-pass membrane protein with coiled-coil domains 1,4,19,0,0,0,0,,,,1,1,0.845,
ENSG00000214114,MYC binding protein,0,4,0,0,0,0,,,,1,1,0,
ENSG00000214189,"zinc finger family member 788, pseudogene",1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000214237,MINDY family member 4B,0,2,0,0,0,0,,,,1,1,0,
ENSG00000214253,"fission, mitochondrial 1",2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000214274,angiogenin,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000214324,chromosome 3 open reading frame 56,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000214413,BBSome interacting protein 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000214447,family with sequence similarity 187 member A,0,3,0,0,0,0,,,,1,1,0,
ENSG00000214491,SEC14 like lipid binding 6,2,8,0,0,0,0,,,,1,1,1,
ENSG00000214513,notochord homeobox,0,1,0,0,0,0,,,,1,1,0,
ENSG00000214517,protein phosphatase methylesterase 1,1,4,0,0,0,0,,,,1,1,1,
ENSG00000214642,defensin beta 113,0,2,0,0,0,0,,,,1,1,0,
ENSG00000214643,defensin beta 133,0,3,0,0,0,0,,,,1,1,0,
ENSG00000214681,IQ motif containing F5,0,2,0,0,0,0,,,,1,1,0,
ENSG00000214787,membrane spanning 4-domains A4E,0,2,0,0,0,0,,,,1,1,0,
ENSG00000214819,CMT1A duplicated region transcript 15 like 2,0,4,0,0,0,0,,,,1,1,0,
ENSG00000215217,chromosome 5 open reading frame 49,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000215274,G antigen 10,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000215440,aminopeptidase like 1,4,18,0,0,0,0,,,,1,1,0.892,
ENSG00000215545,defensin beta 116,0,2,0,0,0,0,,,,1,1,0,
ENSG00000215906,lactamase beta like 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000217930,presequence translocase associated motor 16,0,1,0,0,0,0,,,,1,1,0,
ENSG00000218891,zinc finger protein 579,0,1,0,0,0,0,,,,1,1,0,
ENSG00000219073,chymotrypsin like elastase 3B,3,12,0,0,0,0,,,,1,1,1,
ENSG00000219200,ribonuclease K,2,8,0,0,0,0,,,,1,1,1,
ENSG00000220201,zinc finger GATA like protein 1,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000221819,GAS8 antisense RNA 1,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000221837,keratin associated protein 10-9,5,20,0,0,0,0,,,,1,1,1,
ENSG00000221855,taste 2 receptor member 41,5,20,0,0,0,0,,,,1,1,1,
ENSG00000221858,olfactory receptor family 2 subfamily A member 12,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000221870,,0,3,0,0,0,0,,,,1,1,0,
ENSG00000221880,keratin associated protein 1-3,2,8,0,0,0,0,,,,1,1,1,
ENSG00000221883,ARIH2 opposite strand lncRNA,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000221944,tigger transposable element derived 1,1,4,0,0,0,0,,,,1,1,1,
ENSG00000221946,FXYD domain containing ion transport regulator 7,0,1,0,0,0,0,,,,1,1,0,
ENSG00000221995,TGFB1-induced anti-apoptotic factor 1,0,4,0,0,0,0,,,,1,1,0,
ENSG00000222009,BTB domain containing 19,0,1,0,0,0,0,,,,1,1,0,
ENSG00000222028,proteasome subunit beta 11,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000222047,chromosome 10 open reading frame 55 (putative),1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000223443,ubiquitin specific peptidase 17 like family member 2,7,31,0,0,0,0,,,,1,1,0.906,
ENSG00000223802,ceramide synthase 1,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000224470,ataxin 1 like,0,1,0,0,0,0,,,,1,1,0,
ENSG00000224659,G antigen 12J,0,2,0,0,0,0,,,,1,1,0,
ENSG00000224854,CDKN2A divergent transcript,0,1,0,0,0,0,,,,1,1,0,
ENSG00000225781,olfactory receptor family 6 subfamily V member 1,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000226372,DDB1 and CUL4 associated factor 8 like 1,3,12,0,0,0,0,,,,1,1,1,
ENSG00000226807,maestro heat like repeat family member 5 (gene/pseudogene),1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000226979,lymphotoxin alpha,0,1,0,0,1,8,,,,1,1,0,0.502
ENSG00000228300,family with sequence similarity 174 member C,0,1,0,0,0,0,,,,1,1,0,
ENSG00000228567,vomeronasal 1 receptor 4,3,12,0,0,0,0,,,,1,1,1,
ENSG00000228716,dihydrofolate reductase,2,8,0,0,0,1,,,,1,1,1,0
ENSG00000229117,ribosomal protein L41,0,1,0,0,0,0,,,,1,1,0,
ENSG00000229453,serine peptidase inhibitor Kazal type 8 (putative),1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000229809,zinc finger protein 688,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000230055,,0,1,0,0,0,0,,,,1,1,0,
ENSG00000230873,stathmin domain containing 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000231925,TAP binding protein,6,28,0,0,0,0,,,,1,1,0.86,
ENSG00000232112,translation machinery associated 7 homolog,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000232268,olfactory receptor family 52 subfamily I member 1,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000232560,long intergenic non-protein coding RNA 1549,0,1,0,0,0,0,,,,1,1,0,
ENSG00000232810,tumor necrosis factor,0,2,0,0,0,0,,,,1,1,0,
ENSG00000232859,LYR motif containing 9,0,2,0,0,0,0,,,,1,1,0,
ENSG00000233198,ring finger protein 224,0,2,0,0,0,0,,,,1,1,0,
ENSG00000233276,glutathione peroxidase 1,4,16,0,0,0,2,,,,1,1,1,0
ENSG00000233436,BTB domain containing 18,0,2,0,0,0,0,,,,1,1,0,
ENSG00000233608,twist family bHLH transcription factor 2,0,1,0,0,0,0,,,,1,1,0,
ENSG00000234438,kelch repeat and BTB domain containing 13,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000234511,chromosome 5 open reading frame 58,1,4,0,0,0,0,,,,1,1,1,
ENSG00000234545,family with sequence similarity 133 member B,2,8,0,0,0,0,,,,1,1,1,
ENSG00000234602,multiciliate differentiation and DNA synthesis associated cell cycle protein,0,1,0,0,0,0,,,,1,1,0,
ENSG00000236279,C-type lectin domain family 2 member L,0,2,0,0,0,0,,,,1,1,0,
ENSG00000236311,TLX1 neighbor,0,4,0,0,0,0,,,,1,1,0,
ENSG00000236637,interferon alpha 4,1,6,0,0,0,3,,,,1,1,0.669,0
ENSG00000236980,chromosome 3 open reading frame 84,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000237136,chromosome 4 open reading frame 51,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000237172,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",2,9,0,0,2,9,,,,1,1,0.892,0.892
ENSG00000237388,olfactory receptor family 4 subfamily A member 47,4,16,0,0,0,0,,,,1,1,1,
ENSG00000237541,"major histocompatibility complex, class II, DQ alpha 2",1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000237651,chromosome 2 open reading frame 74,0,2,0,0,0,0,,,,1,1,0,
ENSG00000239305,ring finger protein 103,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000239605,sperm-tail PG-rich repeat containing 4,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000239732,toll like receptor 9,6,24,0,0,0,0,,,,1,1,1,
ENSG00000239789,mitochondrial ribosomal protein S17,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000239839,defensin alpha 3,,,,,0,2,,,,1,1,1,0
ENSG00000239887,chromosome 1 open reading frame 226,0,2,0,0,0,0,,,,1,1,0,
ENSG00000240065,proteasome 20S subunit beta 9,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000240871,keratin associated protein 4-7,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000241106,"major histocompatibility complex, class II, DO beta",2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000241123,keratin associated protein 10-5,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000241258,CGRP receptor component,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000241468,ATP synthase membrane subunit f,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000241563,cortistatin,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000241598,keratin associated protein 5-4,3,12,0,0,0,0,,,,1,1,1,
ENSG00000241852,chromosome 8 open reading frame 58,5,20,0,0,0,0,,,,1,1,1,
ENSG00000242019,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3",0,1,0,2,0,2,,,,1,1,0,0
ENSG00000242110,alpha-methylacyl-CoA racemase,3,12,0,0,0,0,,,,1,1,1,
ENSG00000242114,mitochondrial fission process 1,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000242252,bone gamma-carboxyglutamate protein,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000242419,"protocadherin gamma subfamily C, 4",2,8,0,0,0,0,,,,1,1,1,
ENSG00000242441,general transcription factor IIA subunit 1 like,5,21,0,0,0,0,,,,1,1,0.956,
ENSG00000242715,coiled-coil domain containing 169,0,3,0,0,0,0,,,,1,1,0,
ENSG00000242732,retrotransposon Gag like 5,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000243147,mitochondrial ribosomal protein L33,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000243279,PRA1 domain family member 2,0,1,0,0,0,0,,,,1,1,0,
ENSG00000243364,ephrin A4,4,18,0,0,0,0,,,,1,1,0.892,
ENSG00000243444,,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000243543,WAP four-disulfide core domain 6,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000243927,mitochondrial ribosomal protein S6,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000244020,metallothionein 1H like 1,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000244094,small proline rich protein 2F,0,3,0,0,0,0,,,,1,1,0,
ENSG00000244242,interferon induced transmembrane protein 10,0,1,0,0,0,0,,,,1,1,0,
ENSG00000244291,,0,1,0,0,0,0,,,,1,1,0,
ENSG00000244355,lymphocyte antigen 6 family member G6D,2,8,0,0,0,0,,,,1,1,1,
ENSG00000244411,keratin associated protein 5-7,0,2,0,0,0,0,,,,1,1,0,
ENSG00000244509,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,1,4,0,0,0,0,,,,1,1,1,
ENSG00000244617,aspartic peptidase retroviral like 1,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000245848,CCAAT enhancer binding protein alpha,0,2,0,0,0,0,,,,1,1,0,
ENSG00000246223,long intergenic non-protein coding RNA 1550,0,1,0,0,0,0,,,,1,1,0,
ENSG00000248485,Purkinje cell protein 4 like 1,1,4,0,0,0,0,,,,1,1,1,
ENSG00000249481,spermatogenesis associated serine rich 1,5,20,0,0,0,0,,,,1,1,1,
ENSG00000251258,ret finger protein like 4B,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000253309,serpin family E member 3,5,22,0,0,0,0,,,,1,1,0.912,
ENSG00000253457,small integral membrane protein 18,0,1,0,0,0,0,,,,1,1,0,
ENSG00000253729,"protein kinase, DNA-activated, catalytic subunit",1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000254440,prostate and breast cancer overexpressed 1,0,3,0,0,0,0,,,,1,1,0,
ENSG00000254466,olfactory receptor family 4 subfamily D member 10,2,8,0,0,0,0,,,,1,1,1,
ENSG00000254550,olfactory marker protein,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000255072,phosphatidylinositol glycan anchor biosynthesis class Y,0,3,0,0,0,0,,,,1,1,0,
ENSG00000255112,charged multivesicular body protein 1B,0,2,0,0,0,0,,,,1,1,0,
ENSG00000255181,coiled-coil domain containing 166,0,2,0,0,0,0,,,,1,1,0,
ENSG00000255302,EP300 interacting inhibitor of differentiation 1,0,2,0,0,0,0,,,,1,1,0,
ENSG00000255307,olfactory receptor family 52 subfamily B member 2,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000255398,hydroxycarboxylic acid receptor 3,3,12,0,0,2,11,,,,1,1,1,0.73
ENSG00000255501,caspase recruitment domain family member 18,0,1,0,0,0,0,,,,1,1,0,
ENSG00000256162,small leucine rich protein 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000256188,taste 2 receptor member 30,4,16,0,0,0,0,,,,1,1,1,
ENSG00000256222,MT-RNR2 like 3,0,1,0,0,0,0,,,,1,1,0,
ENSG00000256235,small integral membrane protein 3,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000256618,MT-RNR2 like 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000256655,,0,2,0,0,0,0,,,,1,1,0,
ENSG00000256713,pepsinogen A5,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000256812,calpain small subunit 2,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000256980,KH domain containing 1 like,0,1,0,0,0,0,,,,1,1,0,
ENSG00000257108,NHL repeat containing 4,0,2,0,0,0,0,,,,1,1,0,
ENSG00000257138,taste 2 receptor member 38,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000257315,zinc finger BED-type containing 6,0,3,0,0,0,0,,,,1,1,0,
ENSG00000257727,canopy FGF signaling regulator 2,4,16,0,0,0,0,,,,1,1,1,
ENSG00000258429,"peptide deformylase, mitochondrial",1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000259384,growth hormone 1,2,8,0,0,0,0,,,,1,1,1,
ENSG00000260456,chromosome 16 open reading frame 95,0,1,0,0,0,0,,,,1,1,0,
ENSG00000260903,XK related 7,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000261115,transmembrane protein 178B,0,1,0,0,0,0,,,,1,1,0,
ENSG00000261603,"serine protease 46, pseudogene",0,1,0,0,0,0,,,,1,1,0,
ENSG00000261934,"protocadherin gamma subfamily A, 9",10,41,0,0,0,0,,,,1,1,0.979,
ENSG00000261949,golgi associated olfactory signaling regulator,0,3,0,0,0,0,,,,1,1,0,
ENSG00000262484,coiled-coil glutamate rich protein 2,0,2,0,0,0,0,,,,1,1,0,
ENSG00000262814,mitochondrial ribosomal protein L12,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000264364,dynein light chain LC8-type 2,0,1,0,0,0,2,,,,1,1,0,0
ENSG00000266967,alanyl-tRNA synthetase domain containing 1,8,32,0,0,0,0,,,,1,1,1,
ENSG00000267060,prostaglandin E synthase 3 like,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000267206,lipocalin 6,0,4,0,0,0,0,,,,1,1,0,
ENSG00000267596,,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000267908,zinc finger and SCAN domain containing 5D pseudogene,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000269404,Spi-B transcription factor,0,2,0,0,0,0,,,,1,1,0,
ENSG00000269526,"endogenous retrovirus group V member 1, envelope",0,1,0,0,0,0,,,,1,1,0,
ENSG00000269699,zinc finger imprinted 2,5,20,0,0,0,0,,,,1,1,1,
ENSG00000272325,nudix hydrolase 3,1,7,0,0,1,4,,,,1,1,0.573,1
ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3,,,,,13,37,,,,,,,1.41
ENSG00000006377,distal-less homeobox 6,,,,,0,1,,,,,,,0
ENSG00000013297,claudin 11,,,,,0,3,,,,,,,0
ENSG00000015479,matrin 3,,,,,20,69,,,,,,,1.16
ENSG00000016082,ISL LIM homeobox 1,,,,,8,20,,,,,,,1.61
ENSG00000018610,chromosome X open reading frame 56,,,,,4,7,,,,,,,2.29
ENSG00000028839,TATA-box binding protein like 1,,,,,3,7,,,,,,,1.72
ENSG00000086475,selenophosphate synthetase 1,,,,,7,23,,,,,,,1.22
ENSG00000086589,RNA binding motif protein 22,,,,,4,20,,,,,,,0.803
ENSG00000089009,ribosomal protein L6,,,,,4,12,,,,,,,1.34
ENSG00000089157,ribosomal protein lateral stalk subunit P0,,,,,0,3,,,,,,,0
ENSG00000090447,transcription factor AP-4,,,,,3,13,,,,,,,0.926
ENSG00000092969,transforming growth factor beta 2,,,,,2,4,,,,,,,2.01
ENSG00000095139,archain 1,,,,,0,4,,,,,,,0
ENSG00000100216,translocase of outer mitochondrial membrane 22,,,,,2,6,,,,,,,1.34
ENSG00000100811,YY1 transcription factor,,,,,5,8,,,,,,,2.51
ENSG00000101182,proteasome 20S subunit alpha 7,,,,,5,16,,,,,,,1.25
ENSG00000101412,E2F transcription factor 1,,,,,0,2,,,,,,,0
ENSG00000101421,charged multivesicular body protein 4B,,,,,4,21,,,,,,,0.764
ENSG00000101997,coiled-coil domain containing 22,,,,,1,3,,,,,,,1.34
ENSG00000102100,solute carrier family 35 member A2,,,,,0,3,,,,,,,0
ENSG00000102898,nuclear transport factor 2,,,,,0,1,,,,,,,0
ENSG00000104388,"RAB2A, member RAS oncogene family",,,,,1,4,,,,,,,1
ENSG00000105193,ribosomal protein S16,,,,,0,3,,,,,,,0
ENSG00000105327,BCL2 binding component 3,,,,,0,6,,,,,,,0
ENSG00000105372,ribosomal protein S19,,,,,1,0,,,,,,,Infinity
ENSG00000105438,KDEL endoplasmic reticulum protein retention receptor 1,,,,,5,15,,,,,,,1.34
ENSG00000105649,"RAB3A, member RAS oncogene family",,,,,2,21,,,,,,,0.382
ENSG00000105808,RAS p21 protein activator 4,,,,,0,3,,,,,,,0
ENSG00000106263,eukaryotic translation initiation factor 3 subunit B,,,,,7,44,,,,,,,0.638
ENSG00000106689,LIM homeobox 2,,,,,11,45,,,,,,,0.981
ENSG00000107831,fibroblast growth factor 8,,,,,1,9,,,,,,,0.446
ENSG00000109132,paired like homeobox 2B,,,,,3,9,,,,,,,1.34
ENSG00000109610,superoxide dismutase 3,,,,,4,2,,,,,,,8.03
ENSG00000110700,ribosomal protein S13,,,,,1,5,,,,,,,0.803
ENSG00000111596,CCR4-NOT transcription complex subunit 2,,,,,3,25,,,,,,,0.482
ENSG00000111786,serine and arginine rich splicing factor 9,,,,,4,15,,,,,,,1.07
ENSG00000112237,cyclin C,,,,,4,22,,,,,,,0.73
ENSG00000115461,insulin like growth factor binding protein 5,,,,,0,1,,,,,,,0
ENSG00000115540,"MOB family member 4, phocein",,,,,2,2,,,,,,,4.01
ENSG00000116030,small ubiquitin like modifier 1,,,,,0,3,,,,,,,0
ENSG00000118046,serine/threonine kinase 11,,,,,6,30,,,,,,,0.803
ENSG00000118363,signal peptidase complex subunit 2,,,,,2,6,,,,,,,1.34
ENSG00000119138,Kruppel like factor 9,,,,,2,19,,,,,,,0.422
ENSG00000121022,COP9 signalosome subunit 5,,,,,1,9,,,,,,,0.446
ENSG00000122026,ribosomal protein L21,,,,,0,1,,,,,,,0
ENSG00000122641,inhibin subunit beta A,,,,,1,1,,,,,,,4.01
ENSG00000122692,SMU1 DNA replication regulator and spliceosomal factor,,,,,2,15,,,,,,,0.535
ENSG00000123364,homeobox C13,,,,,3,13,,,,,,,0.926
ENSG00000123560,proteolipid protein 1,,,,,4,20,,,,,,,0.803
ENSG00000124562,small nuclear ribonucleoprotein polypeptide C,,,,,0,1,,,,,,,0
ENSG00000124785,neuritin 1,,,,,0,2,,,,,,,0
